maxl,avgl,region,rrate,ind,catl,plts,pltrs,ots,blcl,status,trf,ur,cmt
336,35,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type1,Type3,FALSE,type2
541,34,sw,0,type2,type5,FALSE,FALSE,FALSE,type5,Type1,Type5,TRUE,type2
433,28,se,0,type2,type5,FALSE,FALSE,FALSE,type1,Type4,Type2,FALSE,type2
458,34,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type2,Type2,TRUE,type2
534,52,se,0,type1,type5,FALSE,FALSE,FALSE,type2,Type3,Type1,TRUE,type1
459,39,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type1,Type5,FALSE,type2
348,39,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type4,Type1,TRUE,type2
600,54,sw,0,type1,type5,FALSE,FALSE,FALSE,type1,Type3,Type2,FALSE,type2
479,50,nw,0,type1,type5,FALSE,FALSE,FALSE,type1,Type4,Type3,TRUE,type2
462,40,sw,0,type2,type5,FALSE,FALSE,FALSE,type1,Type5,Type4,FALSE,type1
417,27,nw,0,type3,type5,TRUE,FALSE,FALSE,type1,Type4,Type3,FALSE,type1
220,46,ct,0,type4,type3,FALSE,FALSE,FALSE,type1,Type2,Type3,TRUE,type1
288,50,se,0,type3,type3,FALSE,FALSE,FALSE,type1,Type4,Type1,FALSE,type1
566,56,nw,0,type3,type3,FALSE,FALSE,FALSE,type1,Type4,Type3,TRUE,type2
580,54,sw,0,type2,type3,FALSE,FALSE,FALSE,type1,Type1,Type1,FALSE,type1
316,47,sw,0,type1,type3,FALSE,FALSE,FALSE,type1,Type4,Type4,TRUE,type1
526,50,se,0,type3,type4,FALSE,FALSE,FALSE,type1,Type4,Type4,TRUE,type2
528,26,ne,0,type4,type4,FALSE,FALSE,FALSE,type1,Type1,Type4,TRUE,type1
250,49,ne,0,type2,type4,FALSE,FALSE,FALSE,type1,Type1,Type3,TRUE,type1
528,42,nw,0,type1,type4,FALSE,FALSE,FALSE,type1,Type5,Type5,TRUE,type1
349,35,sw,0,type2,type3,FALSE,FALSE,FALSE,type1,Type1,Type1,TRUE,type2
547,47,sw,0,type3,type5,FALSE,FALSE,FALSE,type5,Type1,Type2,FALSE,type2
676,32,se,0,type2,type2,TRUE,FALSE,FALSE,type5,Type4,Type2,FALSE,type2
414,30,nw,0,type2,type2,FALSE,FALSE,FALSE,type5,Type4,Type4,TRUE,type1
365,36,se,0,type1,type3,FALSE,FALSE,FALSE,type2,Type5,Type2,FALSE,type2
145,51,sw,0,type5,type3,FALSE,FALSE,FALSE,type2,Type5,Type4,TRUE,type1
571,29,se,0,type1,type5,FALSE,FALSE,FALSE,type5,Type1,Type1,FALSE,type2
154,38,nw,0,type5,type1,FALSE,FALSE,FALSE,type1,Type3,Type1,TRUE,type2
512,37,se,0,type2,type2,FALSE,FALSE,FALSE,type2,Type4,Type1,TRUE,type2
98,39,ct,0,type3,type5,FALSE,FALSE,FALSE,type2,Type3,Type1,TRUE,type1
421,39,nw,0,type3,type5,FALSE,FALSE,FALSE,type2,Type3,Type1,TRUE,type2
542,43,ne,0,type2,type5,FALSE,FALSE,FALSE,type2,Type4,Type2,TRUE,type1
390,31,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type3,Type1,TRUE,type2
80,45,se,0,type4,type5,FALSE,FALSE,FALSE,type2,Type5,Type3,FALSE,type1
591,55,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type2,Type4,FALSE,type2
412,42,se,0,type2,type1,FALSE,FALSE,FALSE,type2,Type5,Type3,FALSE,type2
669,39,sw,0,type2,type1,FALSE,FALSE,FALSE,type2,Type5,Type3,TRUE,type1
420,51,nw,0,type2,type1,TRUE,FALSE,FALSE,type2,Type2,Type2,TRUE,type1
461,50,nw,0,type2,type1,TRUE,FALSE,FALSE,type2,Type4,Type3,FALSE,type2
305,47,nw,0,type1,type1,FALSE,FALSE,FALSE,type2,Type5,Type4,FALSE,type1
623,30,sw,0,type2,type1,FALSE,FALSE,FALSE,type5,Type4,Type4,TRUE,type1
461,60,nw,0,type2,type1,TRUE,FALSE,FALSE,type1,Type1,Type4,TRUE,type2
360,37,nw,0,type1,type1,FALSE,FALSE,FALSE,type2,Type2,Type4,FALSE,type1
486,51,ct,0,type3,type1,FALSE,FALSE,FALSE,type2,Type5,Type2,TRUE,type1
422,40,se,0,type2,type1,FALSE,FALSE,FALSE,type2,Type3,Type3,TRUE,type2
456,47,nw,0,type3,type1,FALSE,FALSE,FALSE,type2,Type2,Type5,FALSE,type2
317,34,se,0,type2,type1,FALSE,FALSE,FALSE,type1,Type5,Type5,TRUE,type2
387,56,se,0,type3,type1,FALSE,FALSE,FALSE,type1,Type5,Type1,FALSE,type1
526,31,se,0,type1,type1,FALSE,FALSE,FALSE,type1,Type4,Type1,TRUE,type2
306,44,se,0,type1,type1,FALSE,FALSE,FALSE,type1,Type5,Type1,TRUE,type1
502,34,nw,0,type3,type1,FALSE,FALSE,FALSE,type1,Type1,Type4,TRUE,type1
238,49,nw,0,type2,type1,FALSE,FALSE,FALSE,type1,Type1,Type4,TRUE,type1
427,43,se,0,type2,type1,FALSE,FALSE,FALSE,type1,Type2,Type1,FALSE,type2
499,50,se,0,type2,type1,FALSE,FALSE,FALSE,type1,Type3,Type5,TRUE,type2
545,40,nw,0,type1,type2,FALSE,FALSE,FALSE,type1,Type5,Type4,FALSE,type1
502,47,nw,0,type3,type2,FALSE,FALSE,FALSE,type1,Type5,Type3,TRUE,type2
406,47,se,0,type2,type2,FALSE,FALSE,FALSE,type1,Type3,Type4,FALSE,type1
446,51,nw,0,type2,type5,FALSE,FALSE,FALSE,type1,Type2,Type4,FALSE,type2
77,35,ct,0,type2,type5,FALSE,FALSE,FALSE,type1,Type3,Type3,FALSE,type1
394,57,sw,0,type2,type5,FALSE,FALSE,FALSE,type1,Type1,Type3,FALSE,type2
469,41,se,0,type1,type5,FALSE,FALSE,FALSE,type1,Type1,Type5,TRUE,type1
296,43,nw,0,type2,type5,FALSE,FALSE,FALSE,type1,Type1,Type2,FALSE,type2
612,28,nw,0,type4,type5,TRUE,FALSE,FALSE,type1,Type1,Type4,FALSE,type2
253,48,ne,0,type4,type5,FALSE,FALSE,FALSE,type1,Type3,Type2,FALSE,type1
549,34,nw,0,type4,type5,FALSE,FALSE,FALSE,type2,Type3,Type2,TRUE,type1
529,31,sw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type4,Type1,FALSE,type1
437,32,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type2,Type5,FALSE,type2
524,51,sw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type1,Type5,TRUE,type1
522,41,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type5,Type5,FALSE,type1
349,49,nw,0,type2,type5,TRUE,FALSE,FALSE,type2,Type3,Type1,TRUE,type2
530,29,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type1,Type4,TRUE,type2
474,35,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type3,Type1,TRUE,type1
465,45,sw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type5,Type2,TRUE,type1
418,33,se,0,type2,type5,TRUE,FALSE,FALSE,type2,Type2,Type3,TRUE,type1
329,46,se,0,type1,type5,TRUE,FALSE,FALSE,type2,Type2,Type2,TRUE,type2
163,42,sw,0,type5,type5,FALSE,FALSE,FALSE,type2,Type3,Type1,TRUE,type1
375,33,se,0,type3,type5,FALSE,FALSE,FALSE,type5,Type2,Type1,FALSE,type1
384,45,se,0,type2,type5,FALSE,FALSE,FALSE,type1,Type5,Type5,TRUE,type1
386,44,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type5,Type4,TRUE,type1
340,34,se,0,type3,type5,FALSE,FALSE,FALSE,type2,Type4,Type5,FALSE,type2
555,30,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type1,Type3,TRUE,type2
242,21,ne,0,type2,type5,TRUE,FALSE,FALSE,type2,Type1,Type2,FALSE,type2
483,34,nw,0,type1,type5,FALSE,FALSE,FALSE,type1,Type1,Type4,FALSE,type1
434,39,nw,0,type4,type5,TRUE,FALSE,FALSE,type1,Type2,Type4,FALSE,type2
558,45,ne,0,type1,type5,FALSE,FALSE,FALSE,type1,Type3,Type4,FALSE,type1
555,45,nw,0,type2,type5,FALSE,FALSE,FALSE,type1,Type5,Type1,FALSE,type1
425,64,se,0,type1,type5,FALSE,FALSE,FALSE,type1,Type5,Type2,FALSE,type2
541,53,ct,0,type3,type3,FALSE,FALSE,FALSE,type1,Type4,Type1,TRUE,type1
466,52,sw,0,type2,type3,FALSE,FALSE,FALSE,type1,Type1,Type5,TRUE,type2
402,38,sw,0,type2,type3,FALSE,FALSE,FALSE,type1,Type3,Type1,TRUE,type2
343,53,se,0,type1,type3,FALSE,FALSE,FALSE,type1,Type2,Type4,FALSE,type1
357,51,sw,0,type1,type3,TRUE,FALSE,FALSE,type1,Type1,Type3,FALSE,type2
449,39,nw,0,type2,type4,TRUE,FALSE,FALSE,type1,Type5,Type5,TRUE,type2
459,45,sw,0,type3,type4,FALSE,FALSE,FALSE,type1,Type1,Type1,TRUE,type1
484,41,nw,0,type1,type4,FALSE,FALSE,FALSE,type1,Type5,Type1,FALSE,type2
697,45,se,0,type1,type4,FALSE,FALSE,FALSE,type1,Type3,Type1,TRUE,type1
212,44,nw,0,type2,type3,FALSE,FALSE,FALSE,type1,Type3,Type3,TRUE,type1
402,55,nw,0,type2,type5,FALSE,FALSE,FALSE,type5,Type5,Type2,FALSE,type2
386,56,se,0,type1,type2,TRUE,FALSE,FALSE,type5,Type3,Type4,FALSE,type1
137,51,sw,0,type3,type2,TRUE,FALSE,FALSE,type5,Type2,Type1,TRUE,type1
488,47,nw,0,type4,type3,FALSE,FALSE,FALSE,type2,Type5,Type5,TRUE,type1
390,33,nw,0,type1,type3,TRUE,FALSE,FALSE,type2,Type2,Type2,TRUE,type2
409,48,ne,0,type2,type5,FALSE,FALSE,FALSE,type5,Type1,Type2,FALSE,type2
453,42,nw,0,type2,type1,TRUE,FALSE,FALSE,type2,Type5,Type4,FALSE,type2
503,46,se,0,type1,type2,FALSE,FALSE,FALSE,type2,Type5,Type1,FALSE,type2
472,48,se,0,type1,type5,FALSE,FALSE,FALSE,type2,Type5,Type4,TRUE,type1
293,24,ct,0,type2,type5,FALSE,FALSE,FALSE,type2,Type3,Type3,TRUE,type2
409,42,nw,0,type3,type5,FALSE,FALSE,FALSE,type2,Type1,Type5,TRUE,type1
401,56,ne,0,type2,type5,FALSE,FALSE,FALSE,type2,Type5,Type5,TRUE,type2
341,36,sw,0,type3,type5,FALSE,FALSE,FALSE,type2,Type1,Type5,FALSE,type2
364,24,nw,0,type4,type5,TRUE,FALSE,FALSE,type2,Type5,Type4,FALSE,type2
74,48,sw,0,type4,type1,FALSE,FALSE,FALSE,type2,Type3,Type4,FALSE,type2
352,30,sw,0,type2,type1,FALSE,FALSE,FALSE,type2,Type3,Type2,TRUE,type2
204,29,nw,0,type1,type1,FALSE,FALSE,FALSE,type2,Type1,Type2,FALSE,type1
455,46,se,0,type2,type1,FALSE,FALSE,FALSE,type2,Type1,Type2,TRUE,type2
429,30,nw,0,type2,type1,FALSE,FALSE,FALSE,type5,Type2,Type5,FALSE,type1
289,53,nw,0,type2,type1,FALSE,FALSE,FALSE,type1,Type5,Type4,FALSE,type2
270,62,sw,0,type3,type1,FALSE,FALSE,FALSE,type2,Type5,Type4,FALSE,type2
389,40,se,0,type2,type1,FALSE,FALSE,FALSE,type2,Type5,Type5,TRUE,type2
439,46,sw,0,type2,type1,FALSE,FALSE,FALSE,type2,Type4,Type3,FALSE,type1
516,42,nw,0,type2,type1,FALSE,FALSE,FALSE,type2,Type4,Type3,FALSE,type2
430,46,nw,0,type1,type1,TRUE,FALSE,FALSE,type1,Type1,Type2,TRUE,type2
188,21,se,0,type3,type1,FALSE,FALSE,FALSE,type1,Type1,Type5,FALSE,type1
85,40,ct,0,type5,type1,FALSE,FALSE,FALSE,type1,Type4,Type4,TRUE,type2
482,49,sw,0,type4,type1,FALSE,FALSE,FALSE,type1,Type2,Type3,TRUE,type2
326,44,ne,0,type2,type1,FALSE,FALSE,FALSE,type1,Type4,Type2,FALSE,type2
105,42,ne,0,type3,type1,FALSE,FALSE,FALSE,type1,Type4,Type3,FALSE,type1
365,39,nw,0,type2,type1,TRUE,FALSE,FALSE,type1,Type3,Type5,TRUE,type2
320,29,nw,0,type2,type1,FALSE,FALSE,FALSE,type1,Type1,Type4,TRUE,type2
457,29,ct,0,type3,type1,FALSE,FALSE,FALSE,type1,Type5,Type5,FALSE,type2
420,30,nw,0,type3,type2,FALSE,FALSE,FALSE,type1,Type2,Type5,FALSE,type2
281,60,sw,0,type1,type2,FALSE,FALSE,FALSE,type1,Type2,Type5,TRUE,type1
384,44,se,0,type3,type2,FALSE,FALSE,FALSE,type1,Type3,Type5,FALSE,type2
540,47,se,0,type2,type5,FALSE,FALSE,FALSE,type1,Type1,Type4,TRUE,type2
418,44,se,0,type2,type5,TRUE,FALSE,FALSE,type1,Type1,Type5,FALSE,type1
552,38,nw,0,type3,type5,FALSE,FALSE,FALSE,type1,Type3,Type1,TRUE,type1
469,54,se,0,type2,type5,FALSE,FALSE,FALSE,type1,Type4,Type5,FALSE,type2
152,51,nw,0,type4,type5,TRUE,FALSE,FALSE,type1,Type4,Type3,FALSE,type2
99,49,se,0,type5,type5,FALSE,FALSE,FALSE,type1,Type3,Type2,FALSE,type2
302,32,nw,0,type2,type5,FALSE,FALSE,FALSE,type1,Type5,Type1,TRUE,type1
435,40,nw,0,type1,type5,TRUE,FALSE,FALSE,type1,Type1,Type5,TRUE,type1
347,37,sw,0,type1,type5,FALSE,FALSE,FALSE,type1,Type5,Type4,FALSE,type2
528,34,nw,0,type5,type5,TRUE,FALSE,FALSE,type2,Type5,Type1,FALSE,type2
235,44,ct,0,type3,type5,TRUE,FALSE,FALSE,type2,Type1,Type3,TRUE,type2
66,42,se,0,type3,type5,FALSE,FALSE,FALSE,type2,Type2,Type3,FALSE,type2
508,59,ne,0,type5,type5,FALSE,FALSE,FALSE,type2,Type1,Type1,FALSE,type2
319,35,se,0,type2,type5,TRUE,FALSE,FALSE,type2,Type1,Type4,FALSE,type1
346,43,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type4,Type2,FALSE,type1
222,29,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type1,Type2,FALSE,type2
573,47,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type2,Type1,TRUE,type2
357,47,sw,0,type3,type5,FALSE,FALSE,FALSE,type2,Type4,Type1,FALSE,type1
582,37,se,0,type1,type5,FALSE,FALSE,FALSE,type2,Type5,Type3,FALSE,type2
631,48,se,0,type1,type5,FALSE,FALSE,FALSE,type2,Type2,Type2,FALSE,type1
516,53,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type4,Type5,FALSE,type1
372,36,se,0,type1,type5,TRUE,FALSE,FALSE,type5,Type1,Type3,FALSE,type2
345,56,se,0,type2,type5,FALSE,FALSE,FALSE,type1,Type2,Type1,TRUE,type1
247,48,se,0,type1,type5,FALSE,FALSE,FALSE,type2,Type4,Type5,FALSE,type2
79,36,sw,0,type5,type5,FALSE,FALSE,FALSE,type2,Type2,Type1,TRUE,type2
70,28,se,0,type3,type5,FALSE,FALSE,FALSE,type2,Type4,Type3,TRUE,type2
375,32,se,0,type3,type5,FALSE,FALSE,FALSE,type2,Type5,Type5,TRUE,type1
323,37,se,0,type3,type5,FALSE,FALSE,FALSE,type1,Type4,Type2,TRUE,type2
585,34,sw,0,type2,type5,FALSE,FALSE,FALSE,type1,Type3,Type2,FALSE,type1
590,34,se,0,type2,type5,FALSE,FALSE,FALSE,type1,Type1,Type3,FALSE,type1
442,29,nw,0,type2,type3,FALSE,FALSE,FALSE,type1,Type4,Type2,TRUE,type2
609,52,sw,0,type4,type3,FALSE,FALSE,FALSE,type1,Type2,Type5,FALSE,type2
563,46,se,0,type2,type3,FALSE,FALSE,FALSE,type1,Type4,Type1,TRUE,type2
408,56,nw,0,type5,type3,FALSE,FALSE,FALSE,type1,Type5,Type2,TRUE,type1
389,39,nw,0,type1,type3,FALSE,FALSE,FALSE,type1,Type4,Type2,TRUE,type2
527,35,sw,0,type2,type4,FALSE,FALSE,FALSE,type2,Type5,Type3,TRUE,type1
608,54,nw,0,type2,type4,FALSE,FALSE,FALSE,type2,Type5,Type5,FALSE,type2
521,41,nw,0,type1,type4,FALSE,FALSE,FALSE,type2,Type2,Type1,TRUE,type2
322,42,se,0,type2,type4,FALSE,FALSE,FALSE,type2,Type3,Type4,TRUE,type2
289,30,nw,0,type2,type3,FALSE,FALSE,FALSE,type2,Type5,Type2,TRUE,type2
359,35,sw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type1,Type5,FALSE,type1
98,29,ct,0,type2,type5,FALSE,FALSE,FALSE,type2,Type2,Type4,TRUE,type1
527,48,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type4,Type4,FALSE,type2
342,35,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type4,Type1,FALSE,type1
374,43,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type4,Type3,FALSE,type1
374,45,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type5,Type2,FALSE,type1
629,53,se,0,type2,type1,FALSE,FALSE,FALSE,type2,Type5,Type2,TRUE,type1
465,37,nw,0,type2,type2,FALSE,FALSE,FALSE,type2,Type5,Type5,FALSE,type2
436,44,se,0,type1,type5,FALSE,FALSE,FALSE,type2,Type1,Type3,FALSE,type1
558,33,sw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type2,Type2,TRUE,type2
138,34,se,0,type5,type5,FALSE,FALSE,FALSE,type2,Type5,Type4,TRUE,type1
186,31,se,0,type1,type5,FALSE,FALSE,FALSE,type2,Type5,Type5,FALSE,type1
389,50,se,0,type5,type5,FALSE,FALSE,FALSE,type2,Type1,Type5,FALSE,type2
423,29,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type4,Type2,TRUE,type2
524,54,nw,0,type1,type1,FALSE,FALSE,FALSE,type2,Type5,Type3,TRUE,type2
333,44,ne,0,type1,type1,FALSE,FALSE,FALSE,type2,Type1,Type1,TRUE,type2
553,34,nw,0,type1,type1,FALSE,FALSE,FALSE,type2,Type4,Type2,TRUE,type2
273,48,nw,0,type2,type1,FALSE,FALSE,FALSE,type2,Type1,Type4,TRUE,type2
348,54,nw,0,type1,type1,FALSE,FALSE,FALSE,type2,Type4,Type3,TRUE,type1
348,55,nw,0,type1,type1,FALSE,FALSE,FALSE,type2,Type2,Type2,FALSE,type1
133,51,se,0,type3,type1,FALSE,FALSE,FALSE,type5,Type2,Type3,TRUE,type2
529,38,se,0,type2,type1,FALSE,FALSE,FALSE,type5,Type2,Type1,FALSE,type2
86,34,se,0,type4,type1,FALSE,FALSE,FALSE,type5,Type1,Type4,TRUE,type1
522,38,nw,0,type2,type1,FALSE,FALSE,FALSE,type5,Type3,Type5,TRUE,type1
324,28,se,0,type5,type1,TRUE,FALSE,FALSE,type5,Type1,Type1,FALSE,type2
347,36,sw,0,type3,type1,FALSE,FALSE,FALSE,type5,Type5,Type4,FALSE,type1
372,45,nw,0,type3,type1,FALSE,FALSE,FALSE,type5,Type1,Type5,FALSE,type1
618,36,nw,0,type1,type1,FALSE,FALSE,FALSE,type5,Type1,Type4,FALSE,type1
186,44,nw,0,type3,type1,FALSE,FALSE,FALSE,type5,Type1,Type4,TRUE,type2
317,29,sw,0,type2,type1,FALSE,FALSE,FALSE,type5,Type3,Type2,FALSE,type1
458,35,sw,0,type2,type1,FALSE,FALSE,FALSE,type5,Type3,Type2,FALSE,type1
314,35,nw,0,type2,type1,FALSE,FALSE,FALSE,type5,Type1,Type2,FALSE,type2
172,39,ne,0,type4,type1,FALSE,FALSE,FALSE,type1,Type1,Type2,FALSE,type1
512,30,nw,0,type2,type2,FALSE,FALSE,FALSE,type1,Type5,Type1,FALSE,type1
381,29,ne,0,type2,type2,FALSE,FALSE,FALSE,type1,Type2,Type2,TRUE,type2
559,40,ct,0,type1,type2,TRUE,FALSE,FALSE,type1,Type1,Type5,TRUE,type1
564,50,nw,0,type3,type5,FALSE,FALSE,FALSE,type1,Type4,Type3,TRUE,type1
104,52,nw,0,type5,type5,TRUE,FALSE,FALSE,type1,Type1,Type2,FALSE,type1
609,43,sw,0,type3,type5,TRUE,FALSE,FALSE,type1,Type2,Type5,FALSE,type2
448,52,sw,0,type3,type5,FALSE,FALSE,FALSE,type1,Type4,Type3,FALSE,type1
568,33,nw,0,type1,type5,FALSE,FALSE,FALSE,type1,Type5,Type5,TRUE,type2
522,28,se,0,type2,type5,FALSE,FALSE,FALSE,type1,Type2,Type2,FALSE,type1
542,34,sw,0,type2,type5,FALSE,FALSE,FALSE,type1,Type2,Type2,TRUE,type2
381,44,nw,0,type1,type5,TRUE,FALSE,FALSE,type1,Type2,Type4,TRUE,type1
350,28,se,0,type1,type5,FALSE,FALSE,FALSE,type1,Type4,Type1,FALSE,type2
457,36,sw,0,type2,type5,FALSE,FALSE,FALSE,type1,Type2,Type2,TRUE,type2
588,58,ne,0,type2,type5,FALSE,FALSE,FALSE,type1,Type1,Type3,TRUE,type2
422,47,sw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type3,Type4,FALSE,type2
525,37,sw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type4,Type1,TRUE,type1
544,49,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type3,Type4,TRUE,type2
310,24,ne,0,type1,type5,FALSE,FALSE,FALSE,type2,Type4,Type2,FALSE,type1
528,36,se,0,type1,type5,TRUE,FALSE,FALSE,type2,Type5,Type4,TRUE,type2
404,30,ne,0,type2,type5,FALSE,FALSE,FALSE,type2,Type2,Type3,FALSE,type2
337,60,sw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type4,Type5,FALSE,type2
254,30,se,0,type4,type5,TRUE,FALSE,FALSE,type2,Type2,Type5,FALSE,type2
353,38,sw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type4,Type5,FALSE,type2
398,55,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type5,Type5,TRUE,type1
374,38,sw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type4,Type4,TRUE,type2
325,50,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type1,Type2,TRUE,type1
339,50,ct,0,type4,type5,FALSE,FALSE,FALSE,type5,Type5,Type5,FALSE,type1
315,35,sw,0,type3,type5,TRUE,FALSE,FALSE,type5,Type4,Type3,TRUE,type2
112,32,sw,0,type3,type5,FALSE,FALSE,FALSE,type5,Type3,Type2,FALSE,type1
266,44,se,0,type2,type5,FALSE,FALSE,FALSE,type5,Type1,Type4,TRUE,type1
525,60,se,0,type2,type5,FALSE,FALSE,FALSE,type5,Type5,Type2,TRUE,type1
631,37,nw,0,type2,type5,FALSE,FALSE,FALSE,type5,Type2,Type3,FALSE,type2
421,56,nw,0,type2,type5,FALSE,FALSE,FALSE,type5,Type1,Type1,TRUE,type1
385,29,sw,0,type2,type3,FALSE,FALSE,FALSE,type5,Type2,Type1,FALSE,type1
162,31,sw,0,type5,type3,FALSE,FALSE,FALSE,type1,Type2,Type4,TRUE,type1
343,44,se,0,type1,type3,FALSE,FALSE,FALSE,type1,Type1,Type2,FALSE,type2
640,56,se,0,type2,type3,FALSE,FALSE,FALSE,type1,Type3,Type5,FALSE,type1
313,36,se,0,type2,type3,FALSE,FALSE,FALSE,type1,Type5,Type4,TRUE,type2
611,41,se,0,type2,type4,FALSE,FALSE,FALSE,type1,Type5,Type1,TRUE,type1
425,55,se,0,type1,type4,FALSE,FALSE,FALSE,type1,Type4,Type5,FALSE,type2
406,33,se,0,type2,type4,FALSE,FALSE,FALSE,type1,Type2,Type4,FALSE,type2
298,43,se,0,type3,type4,FALSE,FALSE,FALSE,type1,Type2,Type3,FALSE,type1
523,34,sw,0,type3,type3,FALSE,FALSE,FALSE,type2,Type3,Type1,FALSE,type2
686,56,se,0,type5,type5,FALSE,FALSE,FALSE,type2,Type5,Type5,FALSE,type1
70,48,sw,0,type4,type5,FALSE,FALSE,FALSE,type2,Type1,Type1,TRUE,type1
496,50,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type3,Type4,TRUE,type2
384,57,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type3,Type3,FALSE,type1
313,22,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type3,Type4,FALSE,type1
333,40,ct,0,type2,type5,TRUE,FALSE,FALSE,type2,Type4,Type3,TRUE,type1
375,31,nw,0,type1,type1,FALSE,FALSE,FALSE,type2,Type2,Type2,TRUE,type2
344,51,sw,0,type2,type2,TRUE,FALSE,FALSE,type2,Type3,Type4,FALSE,type2
348,55,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type3,Type2,TRUE,type2
197,53,se,0,type3,type5,FALSE,FALSE,FALSE,type2,Type1,Type1,FALSE,type1
368,38,sw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type3,Type5,FALSE,type2
317,44,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type4,Type1,TRUE,type1
689,34,ne,0,type3,type5,FALSE,FALSE,FALSE,type2,Type2,Type1,TRUE,type2
469,38,ne,0,type2,type5,TRUE,FALSE,FALSE,type2,Type5,Type3,TRUE,type1
490,49,se,0,type5,type1,FALSE,FALSE,FALSE,type2,Type3,Type2,TRUE,type2
374,62,nw,0,type2,type1,FALSE,FALSE,FALSE,type2,Type3,Type4,FALSE,type2
540,48,sw,0,type3,type1,FALSE,FALSE,FALSE,type2,Type2,Type1,FALSE,type2
413,36,sw,0,type1,type1,FALSE,FALSE,FALSE,type2,Type1,Type4,TRUE,type1
558,32,sw,0,type2,type1,FALSE,FALSE,FALSE,type2,Type3,Type1,FALSE,type2
305,28,ne,0,type2,type1,FALSE,FALSE,FALSE,type2,Type4,Type2,FALSE,type1
583,37,ne,0,type1,type1,FALSE,FALSE,FALSE,type2,Type5,Type3,TRUE,type2
587,33,ne,0,type1,type1,FALSE,FALSE,FALSE,type2,Type5,Type1,FALSE,type1
473,33,se,0,type2,type1,FALSE,FALSE,FALSE,type5,Type2,Type2,FALSE,type1
348,28,nw,0,type5,type1,FALSE,FALSE,FALSE,type1,Type2,Type1,FALSE,type2
516,46,sw,0,type2,type1,FALSE,FALSE,FALSE,type2,Type2,Type5,TRUE,type2
616,36,nw,0,type3,type1,FALSE,FALSE,FALSE,type2,Type1,Type2,FALSE,type2
396,56,se,0,type2,type1,FALSE,FALSE,FALSE,type2,Type2,Type5,TRUE,type1
289,55,se,0,type1,type1,FALSE,FALSE,FALSE,type2,Type3,Type4,FALSE,type1
328,50,se,0,type1,type1,FALSE,FALSE,FALSE,type2,Type3,Type4,FALSE,type2
222,48,sw,0,type3,type1,FALSE,FALSE,FALSE,type2,Type5,Type3,FALSE,type2
487,42,sw,0,type2,type1,FALSE,FALSE,FALSE,type2,Type4,Type2,TRUE,type1
536,34,nw,0,type2,type1,TRUE,FALSE,FALSE,type2,Type4,Type1,FALSE,type1
473,26,se,0,type2,type1,FALSE,FALSE,FALSE,type2,Type5,Type5,FALSE,type2
142,22,ct,0,type4,type2,FALSE,FALSE,FALSE,type2,Type5,Type4,FALSE,type2
360,59,nw,0,type2,type2,FALSE,FALSE,FALSE,type1,Type1,Type5,FALSE,type1
317,31,nw,0,type2,type2,FALSE,FALSE,FALSE,type1,Type1,Type1,TRUE,type1
416,60,se,0,type2,type5,FALSE,FALSE,FALSE,type1,Type3,Type4,FALSE,type2
